Marca,Modelo,Estado,Tienda,AÃ±o,Precio,Almacenamiento (GB)
Samsung,All-in-One,Certificado,GadgetPlus,2019,3350,512
Samsung,All-in-One,Certificado,ComputoMx,2016,300,128
Sony,All-in-One,Certificado,ElectroShop,2008,3150,640
Apple,Laptop,Certificado,GadgetPlus,2024,3650,128
Apple,Desktop,Usado,TechStore,2017,2050,1408
HP,Convertible,Certificado,ElectroShop,2021,3200,128
Toshiba,Convertible,Nuevo,PCWorld,2003,1300,896
Sony,All-in-One,Nuevo,PCWorld,2001,4100,640
Samsung,Gaming,Usado,GadgetPlus,2010,1300,1920
Samsung,Gaming,Certificado,PCWorld,2005,3950,1792
Toshiba,Workstation,Usado,TechStore,2018,4100,1024
Dell,All-in-One,Usado,TechStore,2021,1750,1664
Acer,Convertible,Certificado,TechStore,2023,850,768
Acer,Gaming,Nuevo,GadgetPlus,2003,2900,256
MSI,Laptop,Certificado,PCWorld,2016,300,640
Apple,All-in-One,Certificado,ElectroShop,2001,2650,1024
Apple,Convertible,Usado,GadgetPlus,2015,700,1792
Toshiba,Workstation,Certificado,GadgetPlus,2014,700,1408
Dell,Gaming,Usado,ComputoMx,2014,4200,1408
Dell,Laptop,Nuevo,TechStore,2004,4950,896
Samsung,Laptop,Usado,PCWorld,2020,4200,1664
Sony,Desktop,Certificado,TechStore,2021,4800,1280
Samsung,Desktop,Usado,ElectroShop,2017,1050,384
MSI,All-in-One,Certificado,TechStore,2007,800,256
Sony,Convertible,Certificado,PCWorld,2004,450,256
Acer,Convertible,Certificado,TechStore,2015,700,1920
Toshiba,Convertible,Certificado,GadgetPlus,2010,2250,896
Sony,Workstation,Certificado,ElectroShop,2001,2750,1280
Dell,All-in-One,Usado,GadgetPlus,2004,600,1152
Apple,Workstation,Certificado,GadgetPlus,2015,3200,1280
Acer,Laptop,Certificado,ElectroShop,2002,750,1536
Acer,Convertible,Certificado,ElectroShop,2018,3900,384
Apple,Convertible,Certificado,TechStore,2008,2550,256
HP,Desktop,Usado,TechStore,2018,4800,384
HP,All-in-One,Nuevo,ElectroShop,2010,2850,1536
Lenovo,All-in-One,Usado,PCWorld,2006,700,384
Sony,Desktop,Usado,ElectroShop,2020,3500,1792
Asus,Workstation,Usado,ComputoMx,2001,4350,128
Lenovo,Convertible,Certificado,GadgetPlus,2010,3850,1920
Asus,Desktop,Usado,ElectroShop,2017,2100,256
Sony,Workstation,Nuevo,ElectroShop,2012,2350,640
Lenovo,Laptop,Certificado,GadgetPlus,2010,500,640
Dell,Gaming,Nuevo,PCWorld,2017,3450,512
Toshiba,Workstation,Usado,PCWorld,2004,450,896
Acer,Gaming,Usado,PCWorld,2004,3850,1920
Toshiba,All-in-One,Usado,PCWorld,2008,2850,512
Toshiba,Laptop,Nuevo,GadgetPlus,2008,1950,128
Dell,Workstation,Nuevo,ComputoMx,2013,4100,1152
Sony,All-in-One,Nuevo,TechStore,2018,300,256
Apple,Laptop,Usado,ComputoMx,2008,2450,640
MSI,Convertible,Certificado,GadgetPlus,2000,2500,1536
MSI,Desktop,Usado,GadgetPlus,2008,1950,768
Samsung,Workstation,Nuevo,ElectroShop,2003,3750,128
Sony,Gaming,Certificado,ComputoMx,2005,850,512
MSI,Workstation,Nuevo,TechStore,2004,1450,896
Toshiba,All-in-One,Usado,ElectroShop,2008,3300,1664
MSI,Gaming,Nuevo,TechStore,2012,3700,384
Acer,All-in-One,Certificado,ComputoMx,2006,350,1152
Samsung,Convertible,Certificado,ComputoMx,2018,1750,768
Acer,Desktop,Usado,TechStore,2007,2550,1920
Lenovo,Convertible,Certificado,ElectroShop,2008,2550,512
Dell,Workstation,Nuevo,ElectroShop,2019,2950,1664
Toshiba,Convertible,Usado,TechStore,2001,600,256
Lenovo,Convertible,Usado,ComputoMx,2013,2600,256
Asus,Desktop,Certificado,ComputoMx,2006,400,1920
Toshiba,Workstation,Usado,ComputoMx,2023,3750,896
Samsung,Workstation,Usado,GadgetPlus,2015,4750,1280
Toshiba,All-in-One,Nuevo,GadgetPlus,2016,850,640
HP,Workstation,Certificado,ElectroShop,2017,600,256
Asus,Workstation,Nuevo,PCWorld,2007,4150,896
HP,Workstation,Nuevo,ElectroShop,2024,850,512
Toshiba,Laptop,Certificado,ComputoMx,2013,1800,1280
MSI,Workstation,Usado,PCWorld,2017,3500,1920
Toshiba,Desktop,Certificado,GadgetPlus,2022,1650,1792
Sony,Laptop,Nuevo,GadgetPlus,2021,2700,1024
Toshiba,Gaming,Usado,ElectroShop,2006,1150,1792
HP,Laptop,Nuevo,TechStore,2012,4200,384
HP,Desktop,Usado,TechStore,2006,550,1408
Dell,Laptop,Nuevo,GadgetPlus,2001,4400,1920
Apple,All-in-One,Usado,PCWorld,2024,3900,1280
Samsung,Workstation,Usado,PCWorld,2021,4750,768
Lenovo,Convertible,Certificado,ElectroShop,2006,1350,1408
Acer,Convertible,Usado,GadgetPlus,2002,1350,896
MSI,Convertible,Nuevo,PCWorld,2005,750,512
Lenovo,Workstation,Nuevo,TechStore,2016,1500,1408
Lenovo,Laptop,Usado,GadgetPlus,2013,1650,512
HP,Laptop,Nuevo,TechStore,2002,3150,1536
Sony,Gaming,Usado,TechStore,2018,600,768
Asus,Laptop,Usado,GadgetPlus,2001,4100,128
HP,Workstation,Certificado,ElectroShop,2020,2000,1280
Asus,Desktop,Usado,PCWorld,2018,4700,768
Acer,Convertible,Usado,PCWorld,2018,1250,1792
Sony,Laptop,Nuevo,ElectroShop,2011,2850,384
Acer,Convertible,Certificado,GadgetPlus,2006,650,640
Asus,Gaming,Certificado,ElectroShop,2009,3250,512
Samsung,Laptop,Certificado,GadgetPlus,2006,3600,640
HP,All-in-One,Certificado,GadgetPlus,2010,3650,1280
Samsung,Laptop,Certificado,GadgetPlus,2012,3000,896
Apple,Desktop,Usado,TechStore,2016,4100,1536
Lenovo,Gaming,Usado,GadgetPlus,2023,4900,512
Lenovo,Laptop,Certificado,ComputoMx,2022,750,128
Asus,All-in-One,Nuevo,PCWorld,2005,3050,1024
Dell,Convertible,Nuevo,ComputoMx,2011,200,1024
Asus,Convertible,Usado,PCWorld,2003,1450,1152
Toshiba,Workstation,Certificado,ElectroShop,2014,1050,896
Lenovo,Workstation,Nuevo,TechStore,2008,3950,1920
Apple,Convertible,Nuevo,ComputoMx,2009,950,1280
Lenovo,Laptop,Nuevo,GadgetPlus,2019,3700,1920
Toshiba,Gaming,Certificado,ElectroShop,2022,600,1024
Asus,Laptop,Usado,GadgetPlus,2023,3450,896
Acer,Gaming,Certificado,GadgetPlus,2008,1850,1664
HP,Workstation,Nuevo,ElectroShop,2024,4550,1024
Samsung,Gaming,Nuevo,GadgetPlus,2020,2600,768
Lenovo,All-in-One,Usado,GadgetPlus,2001,4150,1792
MSI,Workstation,Certificado,ElectroShop,2021,3000,384
Toshiba,Laptop,Usado,ComputoMx,2017,4500,256
Acer,Convertible,Nuevo,GadgetPlus,2007,1700,512
Toshiba,Workstation,Certificado,ElectroShop,2020,4250,128
Lenovo,Desktop,Certificado,PCWorld,2000,3550,1280
Samsung,Gaming,Nuevo,ComputoMx,2014,950,1664
MSI,Desktop,Usado,ComputoMx,2016,400,512
Samsung,Laptop,Certificado,ComputoMx,2014,1700,768
Toshiba,Gaming,Certificado,TechStore,2000,1100,384
MSI,All-in-One,Certificado,GadgetPlus,2022,1300,256
Asus,All-in-One,Certificado,ComputoMx,2015,400,1408
Acer,Convertible,Usado,ComputoMx,2019,350,1536
Acer,Desktop,Nuevo,ComputoMx,2019,600,896
Samsung,Laptop,Usado,PCWorld,2012,3650,384
MSI,Laptop,Certificado,ComputoMx,2024,4100,768
Dell,Laptop,Certificado,ComputoMx,2024,4350,768
Acer,Workstation,Certificado,TechStore,2006,2200,768
MSI,Convertible,Certificado,TechStore,2011,3650,640
Sony,Laptop,Certificado,ElectroShop,2002,450,1024
Asus,Desktop,Nuevo,ComputoMx,2004,3950,256
Lenovo,Workstation,Nuevo,ElectroShop,2008,1900,1152
Lenovo,Desktop,Certificado,ElectroShop,2018,1350,768
HP,Desktop,Certificado,ComputoMx,2006,2000,1280
Sony,Laptop,Usado,PCWorld,2006,1100,1280
Sony,Desktop,Usado,ElectroShop,2009,4150,1664
MSI,Convertible,Certificado,ComputoMx,2023,3250,1024
Asus,Desktop,Certificado,PCWorld,2022,3800,128
Sony,Gaming,Nuevo,PCWorld,2005,4600,1920
Acer,Convertible,Certificado,ComputoMx,2007,3550,1920
Dell,Convertible,Nuevo,GadgetPlus,2008,850,1024
Samsung,Workstation,Usado,TechStore,2023,2500,768
Sony,Workstation,Nuevo,PCWorld,2013,2800,1664
MSI,Gaming,Certificado,TechStore,2018,350,1280
Toshiba,Workstation,Usado,ComputoMx,2014,3350,256
Asus,Desktop,Certificado,PCWorld,2010,1050,1024
MSI,Convertible,Nuevo,PCWorld,2017,300,1024
Apple,Laptop,Nuevo,PCWorld,2019,350,1664
Lenovo,All-in-One,Usado,GadgetPlus,2013,4800,128
Lenovo,Desktop,Certificado,ComputoMx,2024,1100,128
MSI,All-in-One,Usado,TechStore,2023,4300,1792
Asus,Workstation,Nuevo,ComputoMx,2012,350,1536
MSI,All-in-One,Certificado,ComputoMx,2001,350,512
Dell,All-in-One,Nuevo,ElectroShop,2007,1850,896
Dell,Laptop,Usado,ElectroShop,2024,4750,1152
Dell,All-in-One,Nuevo,TechStore,2020,4200,640
Acer,Laptop,Certificado,TechStore,2021,2450,1024
Toshiba,Convertible,Usado,ElectroShop,2001,1800,1792
Apple,Desktop,Nuevo,GadgetPlus,2008,4800,1024
Toshiba,Convertible,Certificado,ComputoMx,2012,2350,1280
Samsung,Workstation,Usado,ComputoMx,2012,3550,1024
HP,Workstation,Usado,TechStore,2014,1200,896
Sony,Gaming,Nuevo,TechStore,2010,300,896
Asus,Desktop,Nuevo,ComputoMx,2005,350,1792
HP,Gaming,Nuevo,ElectroShop,2010,4250,1792
Sony,Laptop,Certificado,TechStore,2016,2450,1536
Sony,Desktop,Certificado,GadgetPlus,2017,4250,1920
HP,Gaming,Usado,GadgetPlus,2004,4300,1792
MSI,Gaming,Certificado,PCWorld,2020,3950,768
Lenovo,Convertible,Certificado,ElectroShop,2021,500,128
Acer,Convertible,Nuevo,TechStore,2022,4400,256
Asus,Convertible,Certificado,GadgetPlus,2001,3900,1408
Toshiba,Gaming,Usado,PCWorld,2020,3750,640
Toshiba,Desktop,Usado,TechStore,2003,2650,640
Samsung,All-in-One,Nuevo,GadgetPlus,2000,4750,512
Sony,Workstation,Nuevo,TechStore,2021,3750,1024
Acer,Gaming,Certificado,ElectroShop,2020,4150,1664
Toshiba,Gaming,Certificado,TechStore,2005,4050,1792
Toshiba,Convertible,Certificado,GadgetPlus,2005,2900,896
Asus,Laptop,Nuevo,ComputoMx,2009,3600,1536
Samsung,Gaming,Certificado,PCWorld,2010,4650,768
HP,Laptop,Nuevo,PCWorld,2002,2050,128
Asus,Convertible,Nuevo,ComputoMx,2005,4350,640
Lenovo,Gaming,Certificado,GadgetPlus,2003,2250,384
Toshiba,Workstation,Certificado,GadgetPlus,2001,1300,896
Lenovo,Gaming,Usado,ComputoMx,2003,2850,896
Acer,Gaming,Certificado,GadgetPlus,2008,4400,1152
Samsung,Gaming,Certificado,TechStore,2015,1150,1280
Dell,Desktop,Certificado,GadgetPlus,2017,2050,1664
MSI,Gaming,Usado,PCWorld,2002,1600,1024
Samsung,All-in-One,Nuevo,GadgetPlus,2004,2150,1536
Lenovo,Laptop,Certificado,TechStore,2000,3150,640
Toshiba,Laptop,Certificado,ComputoMx,2008,2800,1024
Sony,Laptop,Certificado,ComputoMx,2020,200,1664
HP,Desktop,Certificado,ComputoMx,2001,4500,128
MSI,Workstation,Certificado,ElectroShop,2014,3900,1536
Lenovo,Laptop,Certificado,PCWorld,2000,3850,512
Toshiba,Convertible,Usado,PCWorld,2012,1100,384
Samsung,Workstation,Nuevo,PCWorld,2011,2050,640
Lenovo,All-in-One,Certificado,PCWorld,2003,2450,640
Dell,Workstation,Nuevo,TechStore,2004,4350,512
Asus,Workstation,Certificado,TechStore,2007,800,384
Lenovo,Gaming,Usado,PCWorld,2013,500,512
Samsung,Desktop,Usado,TechStore,2010,3450,1024
Acer,Convertible,Certificado,ComputoMx,2019,300,1280
Apple,All-in-One,Nuevo,ComputoMx,2012,1750,1152
MSI,Laptop,Certificado,ComputoMx,2016,4050,512
MSI,Workstation,Usado,ElectroShop,2022,1100,1152
HP,Laptop,Usado,PCWorld,2001,4450,1152
HP,Gaming,Usado,PCWorld,2023,3750,128
HP,Desktop,Usado,ComputoMx,2015,1000,768
Toshiba,Workstation,Nuevo,ElectroShop,2010,2250,1152
MSI,Convertible,Nuevo,ElectroShop,2009,1200,1152
Apple,Workstation,Certificado,GadgetPlus,2016,900,128
Asus,Laptop,Nuevo,GadgetPlus,2019,2100,640
HP,Desktop,Certificado,ComputoMx,2011,750,1664
MSI,Workstation,Certificado,GadgetPlus,2002,2900,1920
HP,All-in-One,Nuevo,PCWorld,2023,3500,512
Sony,Gaming,Usado,ElectroShop,2001,1700,128
Toshiba,All-in-One,Nuevo,ElectroShop,2009,850,1408
Lenovo,Workstation,Certificado,PCWorld,2007,3450,768
Acer,Convertible,Certificado,GadgetPlus,2002,1950,128
Lenovo,Convertible,Usado,TechStore,2024,4250,896
Asus,All-in-One,Certificado,GadgetPlus,2021,4800,1280
Dell,Convertible,Certificado,GadgetPlus,2019,2100,640
Samsung,All-in-One,Usado,PCWorld,2011,2350,256
Samsung,All-in-One,Nuevo,ElectroShop,2005,1450,1408
Asus,Laptop,Certificado,PCWorld,2017,3450,512
Asus,All-in-One,Certificado,ComputoMx,2024,300,256
Samsung,All-in-One,Usado,ElectroShop,2008,1100,1280
Apple,Desktop,Nuevo,TechStore,2015,350,896
MSI,Workstation,Usado,TechStore,2008,4400,1664
Apple,All-in-One,Certificado,ElectroShop,2018,4500,128
MSI,Desktop,Certificado,GadgetPlus,2007,1600,640
Samsung,All-in-One,Usado,PCWorld,2023,3600,384
Sony,Desktop,Usado,GadgetPlus,2015,2550,1408
Acer,Gaming,Nuevo,GadgetPlus,2016,2400,256
Apple,Desktop,Certificado,GadgetPlus,2014,400,256
Acer,Gaming,Nuevo,ComputoMx,2008,4000,1408
Acer,Convertible,Certificado,PCWorld,2009,1450,1152
Dell,All-in-One,Certificado,ComputoMx,2007,3550,1920
Lenovo,Desktop,Nuevo,ComputoMx,2021,200,640
Dell,Laptop,Nuevo,PCWorld,2004,850,1664
Asus,Workstation,Usado,TechStore,2002,2650,1280
Apple,Laptop,Nuevo,GadgetPlus,2001,3100,640
Acer,Desktop,Usado,GadgetPlus,2011,700,256
Dell,Workstation,Nuevo,TechStore,2013,3600,640
Apple,Gaming,Usado,ElectroShop,2010,2200,1024
Acer,Gaming,Certificado,TechStore,2016,4350,1664
Lenovo,Gaming,Certificado,ElectroShop,2021,4000,256
Asus,Convertible,Nuevo,ComputoMx,2015,500,1536
HP,Desktop,Certificado,GadgetPlus,2023,3150,1792
Dell,Workstation,Certificado,ElectroShop,2010,1200,128
Dell,Desktop,Nuevo,ElectroShop,2023,1300,1280
Toshiba,Laptop,Usado,ElectroShop,2021,3750,1920
Dell,Laptop,Certificado,ElectroShop,2005,3400,1920
Sony,Desktop,Certificado,PCWorld,2007,4200,1664
Apple,Desktop,Usado,TechStore,2017,2800,1664
Acer,Laptop,Certificado,ElectroShop,2003,3750,128
Acer,Gaming,Nuevo,GadgetPlus,2024,4800,1280
Asus,Gaming,Usado,GadgetPlus,2009,4900,1280
HP,Convertible,Nuevo,GadgetPlus,2016,250,128
Sony,Gaming,Nuevo,GadgetPlus,2020,1700,768
Asus,Laptop,Nuevo,ElectroShop,2005,3050,896
Asus,Laptop,Certificado,PCWorld,2011,1400,768
Sony,Gaming,Nuevo,GadgetPlus,2016,2000,1024
Asus,Gaming,Usado,GadgetPlus,2010,3400,1152
Apple,Gaming,Nuevo,PCWorld,2007,3050,1792
Acer,Laptop,Certificado,ElectroShop,2016,850,768
Acer,Gaming,Nuevo,PCWorld,2000,1150,768
Sony,Laptop,Nuevo,GadgetPlus,2000,2100,256
Lenovo,Workstation,Certificado,ComputoMx,2001,1900,1536
Toshiba,Workstation,Nuevo,TechStore,2006,3500,1280
Apple,Workstation,Certificado,TechStore,2006,2850,1792
Toshiba,Convertible,Usado,ElectroShop,2004,4150,768
MSI,Laptop,Usado,ElectroShop,2019,4550,1664
MSI,Convertible,Certificado,TechStore,2023,2900,768
Asus,Gaming,Nuevo,ElectroShop,2012,2700,256
Asus,Desktop,Nuevo,TechStore,2001,4900,256
Lenovo,Workstation,Nuevo,PCWorld,2006,4950,256
Apple,Laptop,Certificado,GadgetPlus,2011,2250,1664
Samsung,Convertible,Certificado,ElectroShop,2002,2850,1024
Lenovo,Gaming,Usado,PCWorld,2013,3850,1408
Apple,Convertible,Nuevo,ElectroShop,2014,4350,1280
Toshiba,Laptop,Certificado,ComputoMx,2022,3200,384
Acer,Gaming,Nuevo,PCWorld,2001,1300,1280
Lenovo,Desktop,Usado,TechStore,2016,3600,256
Samsung,Gaming,Nuevo,GadgetPlus,2015,4950,256
Lenovo,All-in-One,Certificado,ComputoMx,2002,2250,1280
Asus,Desktop,Certificado,PCWorld,2018,1650,1792
HP,Gaming,Nuevo,ElectroShop,2019,2900,1920
Asus,All-in-One,Certificado,ComputoMx,2016,3000,1920
Sony,Desktop,Nuevo,TechStore,2021,4700,1408
Toshiba,Convertible,Usado,PCWorld,2009,650,384
Toshiba,Laptop,Nuevo,ElectroShop,2016,1950,1152
Samsung,Workstation,Usado,PCWorld,2018,2300,1536
MSI,Gaming,Usado,ElectroShop,2001,3900,128
MSI,Gaming,Usado,GadgetPlus,2018,4700,896
Samsung,Desktop,Certificado,GadgetPlus,2022,2700,256
Acer,Convertible,Nuevo,GadgetPlus,2002,2350,384
Lenovo,Desktop,Usado,ElectroShop,2010,650,1280
Asus,Gaming,Usado,TechStore,2015,4900,128
HP,Laptop,Nuevo,GadgetPlus,2008,2650,896
Asus,Workstation,Certificado,ComputoMx,2016,2500,1408
Acer,Convertible,Usado,ElectroShop,2005,600,1536
Sony,Workstation,Nuevo,TechStore,2023,950,896
Samsung,Convertible,Certificado,TechStore,2008,2100,640
Dell,Gaming,Usado,TechStore,2015,900,384
MSI,Convertible,Nuevo,GadgetPlus,2000,2750,1792
Samsung,Convertible,Nuevo,ComputoMx,2019,550,384
Sony,Convertible,Usado,ElectroShop,2014,3350,1024
Toshiba,Desktop,Usado,TechStore,2023,4950,1920
Apple,Desktop,Certificado,PCWorld,2022,1250,896
Samsung,Gaming,Usado,PCWorld,2013,1200,896
Asus,Laptop,Nuevo,ComputoMx,2018,550,640
Asus,Convertible,Nuevo,ComputoMx,2009,4050,128
Sony,Gaming,Certificado,ComputoMx,2020,4300,640
Dell,Gaming,Usado,TechStore,2014,3100,768
Apple,Gaming,Usado,GadgetPlus,2006,1900,1024
Asus,Desktop,Usado,ComputoMx,2008,3100,1536
Asus,Gaming,Certificado,GadgetPlus,2023,3250,512
Acer,All-in-One,Usado,ComputoMx,2010,750,640
MSI,Workstation,Usado,ComputoMx,2003,2850,896
Samsung,Desktop,Usado,ElectroShop,2023,4000,640
HP,Workstation,Certificado,ElectroShop,2006,1350,768
Samsung,Workstation,Certificado,GadgetPlus,2008,2300,1920
MSI,All-in-One,Usado,ElectroShop,2019,2000,1792
Toshiba,Laptop,Nuevo,ComputoMx,2024,250,1024
Samsung,Workstation,Nuevo,GadgetPlus,2022,650,256
HP,Gaming,Certificado,ComputoMx,2005,4800,1664
Dell,All-in-One,Nuevo,GadgetPlus,2006,250,1024
Dell,Convertible,Usado,GadgetPlus,2002,1100,1920
Sony,Convertible,Certificado,PCWorld,2015,700,1792
Lenovo,Desktop,Certificado,GadgetPlus,2014,4400,1664
Samsung,Workstation,Certificado,TechStore,2023,3450,768
Samsung,Desktop,Nuevo,GadgetPlus,2004,3250,896
Sony,Laptop,Certificado,PCWorld,2007,1750,1664
Toshiba,Gaming,Nuevo,TechStore,2023,3900,384
Acer,All-in-One,Nuevo,PCWorld,2022,500,1792
HP,Gaming,Usado,TechStore,2007,4500,640
Lenovo,Laptop,Usado,PCWorld,2009,2450,768
Dell,Convertible,Usado,PCWorld,2019,1150,768
HP,Workstation,Nuevo,GadgetPlus,2007,2100,512
Acer,Laptop,Usado,TechStore,2008,400,1536
Dell,Workstation,Usado,PCWorld,2006,3850,512
Dell,All-in-One,Nuevo,PCWorld,2001,4250,1920
Sony,Desktop,Nuevo,TechStore,2005,3750,512
Dell,Desktop,Certificado,ComputoMx,2017,4050,1024
Sony,Workstation,Usado,PCWorld,2000,4500,1664
HP,Workstation,Usado,ElectroShop,2021,4600,1664
Sony,Desktop,Usado,ElectroShop,2011,1450,1280
Sony,Desktop,Nuevo,PCWorld,2001,4700,512
HP,Gaming,Certificado,PCWorld,2006,550,1792
MSI,Desktop,Certificado,ElectroShop,2014,3800,1280
Sony,Gaming,Usado,PCWorld,2003,4050,256
Acer,Gaming,Nuevo,TechStore,2003,1350,1536
Acer,Convertible,Certificado,PCWorld,2005,4750,640
Samsung,Convertible,Certificado,TechStore,2015,2000,1536
Asus,Workstation,Usado,GadgetPlus,2023,3900,640
Apple,Desktop,Nuevo,PCWorld,2016,1300,896
Toshiba,All-in-One,Usado,ComputoMx,2011,2350,1280
Lenovo,Convertible,Nuevo,ComputoMx,2024,1150,1408
Lenovo,Convertible,Usado,ComputoMx,2007,1400,1152
Samsung,Convertible,Certificado,ElectroShop,2021,900,512
Toshiba,Laptop,Certificado,ElectroShop,2008,3200,256
Samsung,Workstation,Certificado,PCWorld,2024,2450,512
Asus,Desktop,Usado,GadgetPlus,2019,500,1280
MSI,Workstation,Certificado,TechStore,2018,1350,512
HP,Convertible,Nuevo,ElectroShop,2007,1150,384
Samsung,Workstation,Usado,GadgetPlus,2011,3900,256
Acer,Convertible,Nuevo,ComputoMx,2003,2400,1408
Toshiba,Workstation,Usado,GadgetPlus,2023,1450,1024
